,level_0,text,sentiment
3875,3876,hi everyone miss me much  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,sadness
3876,3877,tonights snl does not dissapoint lol,worry
3877,3878,i can do nana or nana rocks for you in rhinestonesdo printed onesies for them my nana loves me,neutral
3878,3879,why did the blonde keep failing her drivers license testeverytime they stopped she jumped in the back seat,sadness
3879,3880,know im not the only one  just harder on me,sadness
3880,3881,saturday night live is amazingmakes me laff lalala  i will always love this show  timberlakes sketches are always funny,happiness
3881,3882,ive heard this fall im waiting too,neutral
3882,3883,barack obama is a legend just watched his dinner speach it was pretty funny,happiness
3883,3884,looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning,happiness
3884,3885,had a great night with friends,happiness
3885,3886,lovesnkotb yupas alwayswonder when me and v will ever come back to earthgetting kinda comfy up here,neutral
3886,3887,watching snl awhh chris pine is a cutieee,happiness
3887,3888,i work all day tomorrow followed by a date with  so jayden and i gave my mom her mothers day gifts at midnight she cried,sadness
3888,3889,yep im more of a facebook person,neutral
3889,3890,happy mother day to all the mothers in the entire world we deserved a day just for us right,sadness
3890,3891,i think i would be a good radio dji like awesome music and i have a great personality,happiness
3891,3892,wow its only,worry
3892,3893,thank god for starbucks,happiness
3893,3894,working on our baseball fundraiser  get  percent off platium or diamond wedding package if you let us know you saw us on twitter,happiness
3894,3895,welcome to win  i am sure you will like the new os but if you have any issues do feel free to ask,neutral
3895,3896,youre such a kiss    looking forward to central mountain and pacific mothers day tweets  dont forget about pei,sadness
3896,3897,choir banquet was more than i couldve ever dreamed   im so happy now after party at laurens,happiness
3897,3898,is about to camp rock withdaddy  yay,happiness
3898,3899,fireworks  kboom concert second best ive ever seenpreceded only by last years show  sigh,happiness
3899,3900,ok  star trek fans have given the new movie good reviews  getting very excited,happiness
3900,3901,orralle have fun,neutral
3901,3902,will be going to indiana baptist sunday pray for summer missionaries,happiness
3902,3903,hahaha i think youre pretty far from me maybe next time though,happiness
3903,3904,granny linda will be happy,happiness
3904,3905,today i get to sleep in,neutral
3905,3906,happy mothers day to all the mommys,happiness
3906,3907,i cant believe how many people think it is great that i passed the quiz how blond are you on facebook  i am very blond,neutral
3907,3908,well that was a fun evening,neutral
3908,3909,edgefest  or maybe  since youre driving,worry
3909,3910,nite peoples,happiness
3910,3911,well there is that,neutral
3911,3912,cool youre in the figuretweeter club,happiness
3912,3913,time for some halo then,neutral
3913,3914,haha  i love dnt regret it now with tyga  but just randomly deleon sings on tifanny blews haha like one line xd,happiness
3914,3915,what a great night,happiness
3915,3916,i love my job getting some real sleep icing the birthday cake in the morning,happiness
3916,3917,to all the moms out there in this world have a happy mothers day,worry
3917,3918,so it went well  andrea,happiness
3918,3919,ill be glad to help in any way i can,worry
3919,3920,then when he left i changed it back,neutral
3920,3921,oh cool youre gonna be in van  thats cool i live in victoria well ur pree awesome girl,happiness
3921,3922,follow joe hes cool,neutral
3922,3923,little bottle jus for me,neutral
3923,3924,chilling at the casa,neutral
3924,3925,redirect that energy into creating mens jewelry    and frequent walks too,happiness
3925,3926,thank you now well just have to see how long it takes me to finish the  thing,sadness
3926,3927,yes ill have some ice in ice tea please  lol,neutral
3927,3928,hahahahahahhaaaa god randy i miss you  hope youre having a great time buddy catch a wave for me,worry
3928,3929,gurlcece what up,worry
3929,3930,i didnt want to tell you but i think its your body odour,sadness
3930,3931,happy mamas day to all the mamas,happiness
3931,3932,on youtube now,neutral
3932,3933,special chocr makin rounds  gourds show,neutral
3933,3934,writing,neutral
3934,3935,birthday was awesomeon videomy daughter opening last gift screaming in joy my  birthday wish came true couldnt have been better,happiness
3935,3936,few grilled mushrooms and olives feta cheese and coffee for breakfast should i try to sleep now,neutral
3936,3937,it was fun meeting you too tina  well definitely do it again soon,happiness
3937,3938,happy motherss dayyyy  so my sister decided to make lunchhmph but i decorated the house   andd then i danced and sang hahaa,happiness
3938,3939,just finished watching the last of star wars,happiness
3939,3940,boring who you been talking to lol not me   no,neutral
3940,3941,rest well,neutral
3941,3942,time for me to go to sleep its almost am night everyone happy mothers day to all the moms out there,happiness
3942,3943,waiting for my friend to arrive so i can eat and stay alive,neutral
3943,3944,aw wasn sad give ginger a little pat on the head for me  mwah,sadness
3944,3945,oo high five to all of our fans its finally here ill write up a fancy news post shortly wanted to get the mod itself out asap,happiness
3945,3946,uploading new videos on youuuchuuub,worry
3946,3947,you are kickable,sadness
3947,3948,hours  mins leftthe pressure we need to hurry,worry
3948,3949,viendo wolverine,neutral
3949,3950,taco bell with the trampyesssssir,happiness
3950,3951,i know  it was great,worry
3951,3952,i love being scandalous,neutral
3952,3953,looks like i have a couple hours of software updates to install on the brandnew machine feels just like windows,worry
3953,3954,huh what the  smelly noooo i love alex vixon,worry
3954,3955,john ohh i like you like likelike you  best show ever  the maine,neutral
3955,3956,house of the muses  page  is now live,neutral
3956,3957,apple fail if you set up a new british mac the dashboard weather widget is for london canada not the uk one  hard to tell too,sadness
3957,3958,lol omg  replied back to me out of all ppl thx,happiness
3958,3959,lol woow okay its not that big of a deal,happiness
3959,3960,link per my daughter  usmobilereuterscommobilemanyarticleprdturl,neutral
3960,3961,gooooonight twitter i hope im better tomorrow,worry
3961,3962,yus  he was really nice,happiness
3962,3963,yes we just need ppl to vote get out the vote  ciao for now  till tomorrowis anybody listening yes i am  night,neutral
3963,3964,home tired phone then bed   good night tweeters happy mothers day,happiness
3964,3965,i think i should but with who hmmmm maybe a friend in alaska,neutral
3965,3966,thanks  your my first lol,happiness
3966,3967,loving phuket with melai and badette ill be coming home soon  imiss everyone,happiness
3967,3968,ok  i got my nails done to day an the are sweet,happiness
3968,3969,loved ap tour in columbus oh last night im still exhausted goin to bed now so sweet dreams gnight,happiness
3969,3970,ur so cuteim a fan of dream a little dream this kiss and appearances like in dawsons creek  make more flicks,happiness
3970,3971,rey mysterio is so awesome,happiness
3971,3972,awesome it feels very fulfilling doesn  im gonna work on soooo many people over the summer totally excited,happiness
3972,3973,watching movies with my dad and talking about life,neutral
3973,3974,my oldest nephew playin on my guitar hero drums,neutral
3974,3975,soo tired my head hurts i love andy sooooo much,sadness
3975,3976,earedpages yay  i cant wait to come in the bookstore and gets some new books,happiness
3976,3977,that widewale courduroyll get ya everytime,happiness
3977,3978,hanging out,neutral
3978,3979,if tonight was anything like summer i cant wait,worry
